user_id,email,role,account_status,email_verified,last_login,fleet_manager_id,manager_key_used,manager_email,vehicle_id,vin,registration_number,vehicle_make,vehicle_model,car_type,manufacture_year,vehicle_weight_kg,vehicle_status,insurance_expiry,battery_capacity_kwh,battery_percentage,battery_health_percent,battery_temperature,battery_voltage,charging_cycles,battery_age_months,battery_alert_flag,alert_threshold_percent,motor_speed_rpm,motor_temperature,motor_efficiency,latitude,longitude,speed_kmph,acceleration,distance_travelled_km,trip_duration_min,remaining_range_km,load_weight_kg,start_location,start_latitude,start_longitude,destination,destination_latitude,destination_longitude,route_distance_km,eta_minutes,road_type,traffic_level,weather_condition,charging_stops_en_route,charging_status,charging_station_id,charging_duration_min,charging_cost_rs,energy_consumed_kwh,charger_type,driver_id,driver_income,driver_experience_years,driver_score,harsh_braking_count,sudden_acceleration_count,overspeed_count,cost_per_km,daily_energy_cost,monthly_energy_cost,total_trip_cost,tire_health_percent,last_service_days,maintenance_cost_rs,maintenance_alert,timestamp,day_of_week,month
USR0177,driver177@fleetev.in,Driver,Active,True,2023-09-26 14:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00177,IN21490910,MH77EV6908,Volvo,Volvo XC40 Recharge,SUV,2022,2040,Active,2024-11-12,78,55,96.8,28,378,923,33,False,20,7155,57.3,93.6,13.252829,80.000128,131.6,2.5,188.6,209,278.9,168.5,Chennai,13.0827,80.2707,Delhi,28.6139,77.209,21.9,183,Highway,High,Foggy,1,Charging,CS0402,67,157.53,17.77,Super Charger,DR0177,108318,2,75.1,2,4,14,1.05,157.61,4097.86,198.03,80.9,204,7934.21,Motor Check,2023-10-21 14:00:00,Saturday,October
USR0178,driver178@fleetev.in,Driver,Active,True,2023-09-30 14:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00178,IN60103798,MH42EV1266,BYD,BYD Seal,Sedan,2021,1885,Active,2024-03-22,82.5,19.6,78.4,25.9,350.2,677,17,True,20,1639,56.4,94.1,20.835972,72.935729,124,-3.48,28.1,41,105.1,114.1,Surat,21.1702,72.8311,Ahmedabad,23.0225,72.5714,50.5,96,Highway,Medium,Hot,3,Fast Charging,CS0285,150,150.02,56.26,Super Charger,DR0178,101271,4,61.2,7,16,6,17.47,458.93,11932.18,490.91,74.1,324,280.02,Tire Check,2023-10-21 14:00:00,Saturday,October
USR0179,driver179@fleetev.in,Driver,Inactive,True,2023-09-24 14:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00179,IN54629892,MH27EV1726,BMW,BMW i4,Sedan,2024,2050,Active,2024-01-15,83.9,21,88.5,26.1,362.5,98,1,False,20,3087,73.1,97.8,22.85908,87.888676,55,1.04,280.9,217,114.5,332.5,Kolkata,22.5726,88.3639,Ahmedabad,23.0225,72.5714,458.8,16,Rural,Low,Foggy,0,Not Charging,CS0066,0,0,16.84,DC Fast Charger,DR0179,116146,15,89.1,8,15,2,0.51,127.62,3318.12,143.26,70.2,247,7331.88,Battery Service,2023-10-21 14:00:00,Saturday,October
USR0180,driver180@fleetev.in,Driver,Active,False,2023-10-13 19:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00180,IN94790150,MH33EV3209,BYD,BYD Atto 3,SUV,2019,1750,Active,2024-05-15,60.5,83.2,88.7,42.7,350.4,959,34,False,20,2149,71.8,90.4,27.172641,80.860273,73,2.23,36.7,134,327.2,317,Lucknow,26.8467,80.9462,Chandigarh,30.7333,76.7794,58,153,Highway,High,Rainy,1,Not Charging,CS0046,0,0,43.5,Super Charger,DR0180,30741,7,41,13,20,4,12.49,332.56,8646.56,458.38,55.2,127,6887.89,Battery Service,2023-10-21 19:00:00,Saturday,October
USR0181,driver181@fleetev.in,Driver,Active,False,2023-10-13 20:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00181,IN15624520,MH50EV6080,MG,MG ZS EV,SUV,2023,1620,Active,2024-11-15,50.3,42,79.2,26.7,402.7,60,32,True,20,11,65.5,88.8,18.243884,73.694903,66.2,2.22,182.2,184,137.3,104.7,Pune,18.5204,73.8567,Bhopal,23.2599,77.4126,153.9,98,Highway,Low,Clear,1,Fully Charged,CS0258,147,304.01,24.63,Super Charger,DR0181,29799,9,77.3,2,8,13,1.33,226.1,5878.6,242.33,56.7,71,528.74,Software Update,2023-10-21 20:00:00,Saturday,October
USR0182,driver182@fleetev.in,Driver,Active,True,2023-10-04 20:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00182,IN35649468,MH46EV6848,Volvo,Volvo XC40 Recharge,SUV,2021,2040,Idle,2023-11-24,78,33.6,87.3,36.3,374.3,386,22,False,20,5346,59.7,88.3,9.660378,76.623108,131,-3.51,101.1,85,170.4,193.4,Kochi,9.9312,76.2673,Chandigarh,30.7333,76.7794,199.3,111,Mixed,Low,Clear,0,Not Charging,CS0479,0,0,63,Super Charger,DR0182,82272,12,68.2,15,17,7,7.35,621.24,16152.24,743.08,86.7,190,967.07,Battery Service,2023-10-21 20:00:00,Saturday,October
USR0183,driver183@fleetev.in,Driver,Inactive,False,2023-10-10 22:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00183,IN69020451,MH59EV6554,BYD,BYD Seal,Sedan,2024,1885,Charging,2024-12-10,82.5,87.2,87.6,28.6,413.2,1152,31,False,20,3864,35.9,96.4,20.814722,79.000487,22.5,-1.99,142.2,71,467.6,299.4,Nagpur,21.1458,79.0882,Pune,18.5204,73.8567,493.3,42,Mixed,High,Clear,2,Fast Charging,CS0308,96,187.09,68.73,AC Level 2,DR0183,93062,12,85.4,1,11,0,4.78,610.9,15883.4,679.72,92.3,340,2886.3,Brake Inspection,2023-10-21 22:00:00,Saturday,October
USR0184,driver184@fleetev.in,Driver,Active,True,2023-10-07 22:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00184,IN21087928,MH64EV2293,Hyundai,Hyundai Kona EV,SUV,2023,1535,Active,2024-05-15,39.2,32.3,77.6,24.1,369.8,865,2,True,20,1681,32.3,96,30.568762,76.746413,90.5,-0.97,46.5,156,82.3,449.7,Chandigarh,30.7333,76.7794,Surat,21.1702,72.8311,161.2,196,Urban,High,Rainy,0,Not Charging,CS0237,0,0,33,AC Level 1,DR0184,38447,11,65.9,17,7,9,5.98,241.72,6284.72,278.07,87.3,101,7476.07,Software Update,2023-10-21 22:00:00,Saturday,October
USR0185,driver185@fleetev.in,Driver,Active,False,2023-10-09 23:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00185,IN54012664,MH94EV5843,Tata,Tata Tiago EV,Hatchback,2023,1205,Active,2024-09-28,24,62.2,84.6,26.3,390.4,110,16,False,20,4048,58.5,93.2,23.426432,72.132207,71.3,-4.34,55.5,264,97,107.8,Ahmedabad,23.0225,72.5714,Kolkata,22.5726,88.3639,270.7,177,Urban,Medium,Foggy,2,Charging,CS0221,75,150.83,10.06,AC Level 2,DR0185,115408,6,74.9,5,14,0,2.07,107.1,2784.6,114.88,80.9,190,2576.24,Software Update,2023-10-21 23:00:00,Saturday,October
USR0186,driver186@fleetev.in,Driver,Active,False,2023-10-18 00:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00186,IN57183837,MH67EV1693,BYD,BYD Atto 3,SUV,2021,1750,Under Maintenance,2023-09-16,60.5,19.5,82.5,34.9,388.6,797,45,True,20,1087,35.2,91.8,21.122688,72.560624,48.6,3.93,123.3,52,76.7,342.9,Surat,21.1702,72.8311,Chennai,13.0827,80.2707,62.2,18,Highway,Medium,Clear,2,Charging,CS0293,77,158.39,23.67,AC Level 1,DR0186,112973,3,57.6,6,12,10,2.08,227.15,5905.9,256.46,80.5,266,3985.68,Brake Inspection,2023-10-22 00:00:00,Sunday,October
USR0187,driver187@fleetev.in,Driver,Active,True,2023-09-25 05:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00187,IN64520614,MH56EV9406,Volvo,Volvo XC40 Recharge,SUV,2019,2040,Active,2023-12-13,78,73.2,82.1,25,372.1,354,60,False,20,2722,49.3,93.5,26.907984,75.541184,12.7,-0.82,198.3,112,371.1,322.8,Jaipur,26.9124,75.7873,Bangalore,12.9716,77.5946,286.8,238,Rural,Low,Rainy,1,Not Charging,CS0373,0,0,26.38,AC Level 1,DR0187,113878,20,59.7,18,5,14,1.32,242.6,6307.6,261.76,78.5,55,7695.13,None,2023-10-22 05:00:00,Sunday,October
USR0188,driver188@fleetev.in,Driver,Active,True,2023-10-04 07:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00188,IN14670638,MH26EV2101,BYD,BYD Atto 3,SUV,2021,1750,Idle,2024-08-15,60.5,10.4,76.3,37.3,410.8,1168,54,True,20,7535,72.9,90,17.373258,78.698411,42,4.11,216.8,247,40.9,155.1,Hyderabad,17.385,78.4867,Surat,21.1702,72.8311,47.8,81,Mixed,Low,Clear,2,Fast Charging,CS0397,37,31.51,11.46,DC Fast Charger,DR0188,29244,19,75.5,14,1,1,0.54,115.01,2990.26,117.07,52.3,282,1649.16,Software Update,2023-10-22 07:00:00,Sunday,October
USR0189,driver189@fleetev.in,Driver,Active,True,2023-09-29 09:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00189,IN30594121,MH96EV8371,Mahindra,Mahindra BE 6e,Crossover,2022,1980,Charging,2023-10-06,59,91.4,83.5,31.6,419.7,1035,28,False,20,3178,70.5,95.1,13.114254,77.749895,79.3,4.61,279.9,216,350.5,117.9,Bangalore,12.9716,77.5946,Chandigarh,30.7333,76.7794,289.8,11,Mixed,Low,Rainy,3,Charging,CS0084,154,349.28,12.94,AC Level 2,DR0189,43047,19,59.7,14,7,15,0.43,112.84,2933.84,120.36,55.6,94,229.62,Brake Inspection,2023-10-22 09:00:00,Sunday,October
USR0190,driver190@fleetev.in,Driver,Active,True,2023-10-13 09:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00190,IN59251188,MH60EV6150,Mahindra,Mahindra XEV 9e,SUV,2020,2100,Active,2023-11-13,79,44.4,99,34.3,406.1,554,7,False,20,1009,57.4,91.4,20.654753,78.734642,80.3,1.68,216.7,154,228,436.2,Nagpur,21.1458,79.0882,Chandigarh,30.7333,76.7794,484.3,39,Mixed,Low,Cloudy,1,Fast Charging,CS0433,44,81.28,61.89,AC Level 1,DR0190,49385,1,56.1,10,17,7,3.39,508.08,13210.08,734.61,69.8,184,7776.54,Brake Inspection,2023-10-22 09:00:00,Sunday,October
USR0191,driver191@fleetev.in,Driver,Active,True,2023-09-25 10:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00191,IN79490594,MH59EV2929,BYD,BYD Atto 3,SUV,2024,1750,Idle,2024-10-18,60.5,26.1,79.4,32.7,404.2,719,55,True,20,7844,42.3,93.8,26.964696,76.19621,70.7,-3.9,158.7,200,102.6,80.2,Jaipur,26.9124,75.7873,Lucknow,26.8467,80.9462,269.8,154,Mixed,Medium,Clear,3,Not Charging,CS0284,0,0,31.54,AC Level 2,DR0191,105199,7,57,8,8,4,1.94,341.94,8890.44,307.88,72.4,91,4324.53,Motor Check,2023-10-22 10:00:00,Sunday,October
USR0192,driver192@fleetev.in,Driver,Active,True,2023-10-01 10:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00192,IN75927774,MH35EV3009,Hyundai,Hyundai Kona EV,SUV,2022,1535,Charging,2024-01-12,39.2,22.4,90.7,43.5,368.3,895,16,False,20,7049,75.2,97.4,30.389013,76.919437,82.5,1.38,125.3,265,57.1,412.4,Chandigarh,30.7333,76.7794,Ahmedabad,23.0225,72.5714,333.4,143,Urban,Low,Clear,1,Not Charging,CS0216,0,0,28.27,DC Fast Charger,DR0192,36506,15,96.9,11,8,11,2.59,292.69,7609.94,324.53,62.2,320,7690.48,Motor Check,2023-10-22 10:00:00,Sunday,October
USR0193,driver193@fleetev.in,Driver,Inactive,True,2023-10-19 13:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00193,IN52894344,MH95EV6692,Volvo,Volvo XC40 Recharge,SUV,2021,2040,Active,2023-12-28,78,18.2,91.9,39.5,368.4,117,5,True,20,7501,36,98.4,22.986684,88.20679,133.9,2.26,107.3,53,92.3,304.2,Kolkata,22.5726,88.3639,Bangalore,12.9716,77.5946,43.5,136,Urban,High,Hot,1,Not Charging,CS0324,0,0,35.76,DC Fast Charger,DR0193,72381,6,82.1,19,16,3,3.8,378.42,9838.92,407.74,78.2,194,2855.35,Software Update,2023-10-22 13:00:00,Sunday,October
USR0194,driver194@fleetev.in,Driver,Active,True,2023-10-17 17:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00194,IN40097200,MH25EV4292,Mahindra,Mahindra XEV 9e,SUV,2022,2100,Active,2023-08-15,79,14,75.9,24.8,400,457,3,True,20,6588,62.1,89.2,28.282943,76.759133,46.1,0.12,117.6,82,71.9,52,Delhi,28.6139,77.209,Bangalore,12.9716,77.5946,19.7,60,Rural,Medium,Clear,3,Not Charging,CS0343,0,0,17.25,AC Level 1,DR0194,97616,12,50.1,18,10,15,1.18,126.22,3281.72,138.77,64.5,137,7891.23,Brake Inspection,2023-10-22 17:00:00,Sunday,October
USR0195,driver195@fleetev.in,Driver,Active,True,2023-10-05 18:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00195,IN59514418,MH69EV3126,Mahindra,Mahindra BE 6e,Crossover,2019,1980,Active,2024-05-31,59,98.6,83.3,33,380.6,281,70,False,20,5400,69,88.2,27.358839,75.540416,45.4,4.57,61.7,184,378.1,266,Jaipur,26.9124,75.7873,Delhi,28.6139,77.209,203.3,63,Urban,Low,Hot,3,Charging,CS0365,153,370.11,25.96,AC Level 2,DR0195,118969,13,53,15,8,2,3.45,226.37,5885.62,212.87,97.6,55,485,None,2023-10-22 18:00:00,Sunday,October
USR0196,driver196@fleetev.in,Driver,Active,True,2023-10-09 19:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00196,IN74245343,MH77EV7730,BMW,BMW i4,Sedan,2020,2050,Active,2024-06-08,83.9,41.2,100,42.3,399.7,241,58,False,20,3401,72.1,92.5,18.618165,73.612857,100.4,-3.76,202.7,167,224.7,383.2,Pune,18.5204,73.8567,Chandigarh,30.7333,76.7794,381.3,134,Rural,High,Hot,3,Not Charging,CS0169,0,0,64.37,Super Charger,DR0196,83979,3,44,1,3,15,3.58,574.54,14938.04,725.67,86.4,126,50.86,None,2023-10-22 19:00:00,Sunday,October
USR0197,driver197@fleetev.in,Driver,Active,True,2023-10-18 20:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00197,IN79438885,MH54EV3102,BYD,BYD Atto 3,SUV,2020,1750,Active,2024-10-05,60.5,30.9,88.2,25.6,369.1,256,37,False,20,4717,78.9,94.3,23.380344,72.185639,85.6,3.22,136.7,180,121.5,431.4,Ahmedabad,23.0225,72.5714,Bangalore,12.9716,77.5946,403.7,137,Mixed,Low,Foggy,2,Charging,CS0001,79,114.11,38.71,DC Fast Charger,DR0197,32263,17,57.4,14,15,15,3.21,360.52,9373.52,438.81,76.1,30,5258.92,None,2023-10-22 20:00:00,Sunday,October
USR0198,driver198@fleetev.in,Driver,Active,True,2023-10-22 00:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00198,IN79538491,MH29EV5982,Tata,Tata Tiago EV,Hatchback,2021,1205,Active,2024-03-06,24,23.4,97.1,27.6,361.6,472,72,False,20,4020,77.6,96.2,21.540657,78.609745,27.8,-4.59,101.6,94,36.5,488.7,Nagpur,21.1458,79.0882,Kochi,9.9312,76.2673,489,155,Mixed,High,Foggy,1,Not Charging,CS0487,0,0,15.88,Super Charger,DR0198,93012,12,76.8,20,15,3,1.87,135.52,3523.52,189.99,97.2,84,7721.91,None,2023-10-23 00:00:00,Monday,October
USR0199,driver199@fleetev.in,Driver,Active,True,2023-09-26 01:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00199,IN20584397,MH42EV4216,Hyundai,Hyundai Kona EV,SUV,2020,1535,Idle,2024-05-25,39.2,97,84.4,33.7,370.7,284,39,False,20,6645,77.7,93.3,21.479882,79.488777,118.4,3.8,54.5,31,247.2,162.9,Nagpur,21.1458,79.0882,Nagpur,21.1458,79.0882,450,235,Highway,Medium,Cloudy,2,Fast Charging,CS0155,43,85.98,2.61,AC Level 2,DR0199,94924,20,60.3,9,5,13,0.39,27.84,723.84,21.25,99.5,24,3894.72,None,2023-10-23 01:00:00,Monday,October
USR0200,driver200@fleetev.in,Driver,Active,True,2023-10-20 11:00:00,MGR010,MGRKEY010818,manager10@fleetev.in,VH00200,IN77454225,MH92EV3762,Tata,Tata Tiago EV,Hatchback,2020,1205,Idle,2024-06-29,24,18.7,92.7,24.4,345.7,668,39,True,20,176,67.9,93.3,21.086939,78.658141,43.1,2,134.1,207,29.2,304.1,Nagpur,21.1458,79.0882,Pune,18.5204,73.8567,90.8,205,Mixed,Medium,Rainy,1,Charging,CS0046,118,269.02,9.79,DC Fast Charger,DR0200,30399,19,63.8,10,11,10,0.6,81.34,2114.84,80.46,89.1,165,7132.86,None,2023-10-23 11:00:00,Monday,October
USR0201,driver201@fleetev.in,Driver,Active,True,2023-10-18 11:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00201,IN20901547,MH15EV5336,Tata,Tata Nexon EV,SUV,2023,1570,Active,2024-09-18,30.2,25.9,77.5,20,345.7,920,36,True,20,1886,45.5,89.3,21.403655,72.942236,118.6,1.44,76.5,180,50.8,57.1,Surat,21.1702,72.8311,Chandigarh,30.7333,76.7794,60.4,226,Mixed,Low,Clear,0,Charging,CS0478,116,214.16,25.02,AC Level 2,DR0201,108753,20,53.5,5,20,15,2.82,226.28,5883.28,215.73,93.2,247,3284.49,Tire Check,2023-10-23 11:00:00,Monday,October
USR0202,driver202@fleetev.in,Driver,Active,True,2023-10-07 12:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00202,IN76845536,MH90EV9938,Tata,Tata Nexon EV,SUV,2022,1570,Active,2024-03-26,30.2,69.8,91.1,39.5,340.2,594,57,False,20,2882,43,95.4,22.84231,72.532135,62.4,-4.48,110.7,227,137,346,Ahmedabad,23.0225,72.5714,Chandigarh,30.7333,76.7794,127.7,220,Highway,Medium,Hot,1,Not Charging,CS0423,0,0,4.7,Super Charger,DR0202,63985,13,52,3,3,13,0.44,48.42,1258.92,48.71,60.3,47,1054.84,Brake Inspection,2023-10-23 12:00:00,Monday,October
USR0203,driver203@fleetev.in,Driver,Active,False,2023-10-05 13:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00203,IN19794273,MH98EV1981,BYD,BYD Atto 3,SUV,2022,1750,Active,2024-11-26,60.5,50.2,77.7,30.9,369.2,309,47,True,20,6293,49.9,96.8,13.355209,77.956376,51,3.9,7.4,134,197.4,138.8,Bangalore,12.9716,77.5946,Hyderabad,17.385,78.4867,208.1,136,Urban,Low,Cloudy,0,Fast Charging,CS0213,51,122.91,29.07,AC Level 1,DR0203,51741,15,47.1,3,7,11,39.34,255.66,6647.16,291.12,94.3,193,6139.3,Software Update,2023-10-23 13:00:00,Monday,October
USR0204,driver204@fleetev.in,Driver,Active,True,2023-10-09 14:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00204,IN91424562,MH28EV6121,Kia,Kia EV6,Crossover,2022,1960,Active,2023-11-30,77.4,18.8,87.2,37.1,409.8,795,21,True,20,6492,33.6,97.4,22.77223,88.164222,112.5,4.44,141.4,269,94.6,202.3,Kolkata,22.5726,88.3639,Kolkata,22.5726,88.3639,192.8,121,Urban,High,Hot,0,Fully Charged,CS0472,170,410.58,59.69,Super Charger,DR0204,92499,12,47.2,20,9,0,3.98,597.86,15544.36,562.77,76.2,218,3908.67,Brake Inspection,2023-10-23 14:00:00,Monday,October
USR0205,driver205@fleetev.in,Driver,Active,True,2023-10-17 16:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00205,IN24251766,MH50EV4960,Mahindra,Mahindra XEV 9e,SUV,2021,2100,Idle,2024-10-22,79,12.1,96.1,44.4,372.6,252,10,True,20,1864,68.1,90.9,30.330186,76.483245,133.4,1.38,18.3,35,62.1,236,Chandigarh,30.7333,76.7794,Kochi,9.9312,76.2673,167.4,209,Mixed,High,Clear,3,Charging,CS0193,180,419.44,66.07,AC Level 1,DR0205,43465,8,41.3,0,2,5,40.43,557.69,14499.94,739.87,71.5,350,2788.6,Brake Inspection,2023-10-23 16:00:00,Monday,October
USR0206,driver206@fleetev.in,Driver,Active,False,2023-10-15 01:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00206,IN16792127,MH47EV7293,Tata,Tata Tiago EV,Hatchback,2020,1205,Charging,2023-12-30,24,51,89.1,25,395.9,495,66,False,20,3600,37.2,89.5,10.371478,76.654235,121.1,-4.11,50.9,25,79.6,83.9,Kochi,9.9312,76.2673,Chandigarh,30.7333,76.7794,118.5,130,Rural,Medium,Foggy,3,Charging,CS0216,164,302.96,10.2,DC Fast Charger,DR0206,100718,11,67.6,16,11,5,2.26,84.79,2204.54,115.03,93.5,96,3427.38,None,2023-10-24 01:00:00,Tuesday,October
USR0207,driver207@fleetev.in,Driver,Active,False,2023-10-06 01:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00207,IN51971886,MH34EV3610,BMW,BMW i4,Sedan,2022,2050,Idle,2024-05-30,83.9,42.3,94.1,35.2,416.1,570,72,False,20,2667,61.6,91.7,20.691229,78.611563,5.7,4.99,119.2,38,230.7,298.9,Nagpur,21.1458,79.0882,Mumbai,19.076,72.8777,354.9,199,Urban,Medium,Cloudy,3,Not Charging,CS0311,0,0,53.17,AC Level 1,DR0207,28037,16,60.5,12,16,2,3.9,492.15,12795.9,464.88,93.7,333,4180.92,Battery Service,2023-10-24 01:00:00,Tuesday,October
USR0208,driver208@fleetev.in,Driver,Active,True,2023-10-12 02:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00208,IN62780072,MH74EV8491,Tata,Tata Tiago EV,Hatchback,2023,1205,Idle,2024-07-15,24,19.5,97.7,20.6,399.9,470,32,True,20,6008,32.3,91.6,13.236674,80.651279,130,1.88,257.7,252,30.4,386.7,Chennai,13.0827,80.2707,Chennai,13.0827,80.2707,301.1,211,Highway,Low,Foggy,0,Charging,CS0058,83,201.68,17.43,DC Fast Charger,DR0208,31624,2,91.3,7,8,15,0.63,157.19,4086.94,162.35,58.4,58,624.98,Motor Check,2023-10-24 02:00:00,Tuesday,October
USR0209,driver209@fleetev.in,Driver,Active,True,2023-10-13 05:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00209,IN76423575,MH86EV8710,Hyundai,Hyundai Kona EV,SUV,2019,1535,Under Maintenance,2024-10-03,39.2,90.1,93.7,36.7,386.5,169,50,False,20,848,38.5,97.3,21.023212,73.22849,70.3,-0.09,270.7,10,229.6,101.4,Surat,21.1702,72.8311,Kochi,9.9312,76.2673,248.2,76,Rural,High,Cloudy,2,Charging,CS0422,142,173.78,17.87,AC Level 1,DR0209,59664,5,87.4,16,10,15,0.63,165.98,4315.48,170.54,95.1,21,4542.67,None,2023-10-24 05:00:00,Tuesday,October
USR0210,driver210@fleetev.in,Driver,Active,False,2023-10-08 09:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00210,IN59093843,MH61EV6995,BMW,BMW i4,Sedan,2019,2050,Active,2024-02-04,83.9,77,83.7,24.1,378.2,551,19,False,20,5224,53.2,93.8,9.851,76.712109,108.3,-0.56,140.2,206,419.9,241.2,Kochi,9.9312,76.2673,Kolkata,22.5726,88.3639,238.1,214,Highway,Low,Rainy,1,Fast Charging,CS0452,72,61.47,68.92,DC Fast Charger,DR0210,97512,12,81.1,3,14,4,4.92,488.41,12698.66,689.78,58.7,349,6552.46,Software Update,2023-10-24 09:00:00,Tuesday,October
USR0211,driver211@fleetev.in,Driver,Active,True,2023-10-11 09:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00211,IN19869264,MH59EV9261,Hyundai,Hyundai Kona EV,SUV,2023,1535,Idle,2023-11-18,39.2,45.5,96.4,37.7,396.3,122,59,False,20,2549,72.8,88.6,9.567111,76.368913,52.4,-0.48,59.3,136,115.9,204.5,Kochi,9.9312,76.2673,Nagpur,21.1458,79.0882,396.9,68,Highway,High,Rainy,1,Charging,CS0491,73,72.21,6.86,AC Level 1,DR0211,37672,5,74.9,13,3,12,1.04,64.75,1683.5,61.67,76.4,294,2998.41,Battery Service,2023-10-24 09:00:00,Tuesday,October
USR0212,driver212@fleetev.in,Driver,Active,True,2023-10-03 10:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00212,IN60089832,MH53EV6990,BYD,BYD Seal,Sedan,2023,1885,Active,2024-12-22,82.5,15.8,86.5,30.4,341.2,584,56,True,20,2987,32.5,93.5,22.962672,88.479472,84.1,4.61,185.2,244,84.7,60.7,Kolkata,22.5726,88.3639,Jaipur,26.9124,75.7873,428.4,24,Urban,Medium,Rainy,0,Charging,CS0100,66,92.79,14.58,DC Fast Charger,DR0212,90546,13,75.9,4,15,7,0.67,106.85,2778.1,124.08,87.5,355,6179.99,Software Update,2023-10-24 10:00:00,Tuesday,October
USR0213,driver213@fleetev.in,Driver,Active,False,2023-09-27 11:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00213,IN16080513,MH14EV3245,Tata,Tata Nexon EV,SUV,2023,1570,Under Maintenance,2024-10-29,30.2,60.5,95.5,31.7,377.2,1043,37,False,20,3176,40.8,94.9,17.394053,78.532492,45.7,-2.38,166,101,118.8,390.8,Hyderabad,17.385,78.4867,Mumbai,19.076,72.8777,26,160,Urban,Low,Rainy,1,Fast Charging,CS0202,121,251.29,24.55,AC Level 2,DR0213,104463,5,81.1,15,12,12,1.51,249.57,6488.82,250.66,74.6,340,4233.59,Brake Inspection,2023-10-24 11:00:00,Tuesday,October
USR0214,driver214@fleetev.in,Driver,Active,False,2023-09-25 14:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00214,IN28761086,MH51EV6218,Mahindra,Mahindra XEV 9e,SUV,2023,2100,Idle,2024-05-21,79,34.1,86.2,28.1,397.6,903,68,False,20,4778,36.5,91.6,26.997611,75.309546,119.4,-1.49,98.3,82,175.1,284.8,Jaipur,26.9124,75.7873,Pune,18.5204,73.8567,186.8,27,Highway,Medium,Hot,3,Not Charging,CS0075,0,0,8.98,AC Level 2,DR0214,69089,19,55.9,19,9,3,1.04,70.54,1834.04,102.23,97.3,111,6211.65,None,2023-10-24 14:00:00,Tuesday,October
USR0215,driver215@fleetev.in,Driver,Active,True,2023-10-02 14:00:00,MGR011,MGRKEY011325,manager11@fleetev.in,VH00215,IN78412668,MH78EV9025,Mahindra,Mahindra XEV 9e,SUV,2022,2100,Active,2023-08-06,79,76.2,84.3,20.8,414.7,201,53,False,20,1250,74.1,89.9,9.535013,76.036438,111.6,-1.23,225.7,48,391.3,167.3,Kochi,9.9312,76.2673,Chandigarh,30.7333,76.7794,217.6,119,Highway,Low,Hot,0,Charging,CS0036,154,220.45,46.26,DC Fast Charger,DR0215,68416,12,76.5,11,18,14,1.95,492.1,12794.6,440.11,83.7,108,4315.64,None,2023-10-24 14:00:00,Tuesday,October
